"created_at","user_id","screen_name","status_id","full_text"
"Thu Mar 09 17:08:08 +0000 2023","1275523324802666496","JBudDavis","1633877338864615454","📊Why the 2023 NFL Combine was the Fastest on Record

▫️W/ an avg time of 4.69 s, the 2023 #NFLCombine  was the fastest ever
▫️The 40 also saw it's lowest participation rate ever at only 65%
▫️Only the fast players are running = SELECTION BIAS

data: @nflfastR #nflverse
🧵1/4 https://t.co/XXR1kwnVpp"
"Thu Mar 09 17:08:08 +0000 2023","1275523324802666496","JBudDavis","1633877340848820225","📊Why the 2023 NFL Combine was the Fastest on Record

▫️In the past, players would skip 1 event that they might be very bad at
▫️In 2023 participants skipped as many events as they completed
▫️Players selectively choose events they are good at

data: @nflfastR #nflverse
🧵2/4 https://t.co/IcLVGrx1Ev"
"Thu Mar 09 17:08:09 +0000 2023","1275523324802666496","JBudDavis","1633877342870175763","📊Why the 2023 NFL Combine was the Fastest on Record

▫️Unsurprisingly, heavier players have preferentially chosen not to run the 40
▫️In 2023 participants who ran the 40 had the lowest avg weight recorded
▫️Lighter players = faster 40s

data: @nflfastR #nflverse
🧵3/4 https://t.co/S7wYAV2y9c"
"Fri Mar 10 11:51:59 +0000 2023","1621871082914615296","Ric_EARF","1634160167179759617","This should be a Lamar Jackson tweet.
QB efficiency chart in Empty/Pistol formation since 2019.

Lamar excelled in both formations with 7th most Empty dropbacks.

Greg Roman letted Lamar cook until Dolphins blitzed sh*t out of Roman’s oversimplified empty formation.#nflverse https://t.co/pR8YefmX2S"
"Fri Mar 10 13:24:42 +0000 2023","1621871082914615296","Ric_EARF","1634183498427928578","#nflverse https://t.co/9XM4Kn8dJ0"
"Wed Mar 15 01:48:01 +0000 2023","1621871082914615296","Ric_EARF","1635820110777843712","Analysis can confirm: AJ Brown is Asian #nflverse https://t.co/8YatoWuJus"
"Sat Mar 11 22:41:19 +0000 2023","3067061292","josephjefe","1634685965993394176","Wanted to present draft capital a bit differently. Here's each teams percentage of the total draft capital for 5 different draft value charts (Chase Stuart, Jimmy Johnson, Rich Hill, Over the Cap, and PFF). 

Value is heavily skewed toward just a few teams this year.

#nflverse https://t.co/mzCWFTyyKZ"
"Sat Mar 11 17:55:45 +0000 2023","753622698568261632","TheRogersUK","1634614097609146369","I built an interactive rookie contract tool which allows you to compare salary cap cost compared to current contracts for each position to look at the contractual values of players.

Let me know if you have any feedback. 

#nflverse #NFLDraft2023 

https://t.co/S6iA0C0f1i"
"Thu Mar 16 21:37:28 +0000 2023","753622698568261632","TheRogersUK","1636481835474599937","This article looks at how I would split Top 10 picks, 1st round, Day 2 and Day 3 picks with different strategies for each grouping focusing on Superstars before moving to Weak-Link system players. 

If you would like to read it, the link is: https://t.co/ze792ulH5R.

#nflverse"
"Fri Mar 17 19:23:59 +0000 2023","753622698568261632","TheRogersUK","1636810632019300352","Big Update today as I have released a Mock Drafts tab!

You can download a template and then upload it to compare multiple rookies to each other as well as current NFL players. ￼

#nflverse https://t.co/HIWsSemqHg"
"Thu Mar 09 17:08:08 +0000 2023","1275523324802666496","JBudDavis","1633877338864615454","📊Why the 2023 NFL Combine was the Fastest on Record

▫️W/ an avg time of 4.69 s, the 2023 #NFLCombine  was the fastest ever
▫️The 40 also saw it's lowest participation rate ever at only 65%
▫️Only the fast players are running = SELECTION BIAS

data: @nflfastR #nflverse
🧵1/4 https://t.co/XXR1kwnVpp"
"Thu Mar 09 17:08:08 +0000 2023","1275523324802666496","JBudDavis","1633877340848820225","📊Why the 2023 NFL Combine was the Fastest on Record

▫️In the past, players would skip 1 event that they might be very bad at
▫️In 2023 participants skipped as many events as they completed
▫️Players selectively choose events they are good at

data: @nflfastR #nflverse
🧵2/4 https://t.co/IcLVGrx1Ev"
"Thu Mar 09 17:08:09 +0000 2023","1275523324802666496","JBudDavis","1633877342870175763","📊Why the 2023 NFL Combine was the Fastest on Record

▫️Unsurprisingly, heavier players have preferentially chosen not to run the 40
▫️In 2023 participants who ran the 40 had the lowest avg weight recorded
▫️Lighter players = faster 40s

data: @nflfastR #nflverse
🧵3/4 https://t.co/S7wYAV2y9c"
"Fri Mar 10 11:51:59 +0000 2023","1621871082914615296","Ric_EARF","1634160167179759617","This should be a Lamar Jackson tweet.
QB efficiency chart in Empty/Pistol formation since 2019.

Lamar excelled in both formations with 7th most Empty dropbacks.

Greg Roman letted Lamar cook until Dolphins blitzed sh*t out of Roman’s oversimplified empty formation.#nflverse https://t.co/pR8YefmX2S"
"Fri Mar 10 13:24:42 +0000 2023","1621871082914615296","Ric_EARF","1634183498427928578","#nflverse https://t.co/9XM4Kn8dJ0"
"Wed Mar 15 01:48:01 +0000 2023","1621871082914615296","Ric_EARF","1635820110777843712","Analysis can confirm: AJ Brown is Asian #nflverse https://t.co/8YatoWuJus"
"Sat Mar 11 22:41:19 +0000 2023","3067061292","josephjefe","1634685965993394176","Wanted to present draft capital a bit differently. Here's each teams percentage of the total draft capital for 5 different draft value charts (Chase Stuart, Jimmy Johnson, Rich Hill, Over the Cap, and PFF). 

Value is heavily skewed toward just a few teams this year.

#nflverse https://t.co/mzCWFTyyKZ"
"Sat Mar 11 17:55:45 +0000 2023","753622698568261632","TheRogersUK","1634614097609146369","I built an interactive rookie contract tool which allows you to compare salary cap cost compared to current contracts for each position to look at the contractual values of players.

Let me know if you have any feedback. 

#nflverse #NFLDraft2023 

https://t.co/S6iA0C0f1i"
"Thu Mar 16 21:37:28 +0000 2023","753622698568261632","TheRogersUK","1636481835474599937","This article looks at how I would split Top 10 picks, 1st round, Day 2 and Day 3 picks with different strategies for each grouping focusing on Superstars before moving to Weak-Link system players. 

If you would like to read it, the link is: https://t.co/ze792ulH5R.

#nflverse"
"Fri Mar 17 19:23:59 +0000 2023","753622698568261632","TheRogersUK","1636810632019300352","Big Update today as I have released a Mock Drafts tab!

You can download a template and then upload it to compare multiple rookies to each other as well as current NFL players. ￼

#nflverse https://t.co/HIWsSemqHg"
"Thu Mar 09 17:08:08 +0000 2023","1275523324802666496","JBudDavis","1633877338864615454","📊Why the 2023 NFL Combine was the Fastest on Record

▫️W/ an avg time of 4.69 s, the 2023 #NFLCombine  was the fastest ever
▫️The 40 also saw it's lowest participation rate ever at only 65%
▫️Only the fast players are running = SELECTION BIAS

data: @nflfastR #nflverse
🧵1/4 https://t.co/XXR1kwnVpp"
"Thu Mar 09 17:08:08 +0000 2023","1275523324802666496","JBudDavis","1633877340848820225","📊Why the 2023 NFL Combine was the Fastest on Record

▫️In the past, players would skip 1 event that they might be very bad at
▫️In 2023 participants skipped as many events as they completed
▫️Players selectively choose events they are good at

data: @nflfastR #nflverse
🧵2/4 https://t.co/IcLVGrx1Ev"
"Thu Mar 09 17:08:09 +0000 2023","1275523324802666496","JBudDavis","1633877342870175763","📊Why the 2023 NFL Combine was the Fastest on Record

▫️Unsurprisingly, heavier players have preferentially chosen not to run the 40
▫️In 2023 participants who ran the 40 had the lowest avg weight recorded
▫️Lighter players = faster 40s

data: @nflfastR #nflverse
🧵3/4 https://t.co/S7wYAV2y9c"
"Fri Mar 10 11:51:59 +0000 2023","1621871082914615296","Ric_EARF","1634160167179759617","This should be a Lamar Jackson tweet.
QB efficiency chart in Empty/Pistol formation since 2019.

Lamar excelled in both formations with 7th most Empty dropbacks.

Greg Roman letted Lamar cook until Dolphins blitzed sh*t out of Roman’s oversimplified empty formation.#nflverse https://t.co/pR8YefmX2S"
"Fri Mar 10 13:24:42 +0000 2023","1621871082914615296","Ric_EARF","1634183498427928578","#nflverse https://t.co/9XM4Kn8dJ0"
"Wed Mar 15 01:48:01 +0000 2023","1621871082914615296","Ric_EARF","1635820110777843712","Analysis can confirm: AJ Brown is Asian #nflverse https://t.co/8YatoWuJus"
"Sat Mar 11 22:41:19 +0000 2023","3067061292","josephjefe","1634685965993394176","Wanted to present draft capital a bit differently. Here's each teams percentage of the total draft capital for 5 different draft value charts (Chase Stuart, Jimmy Johnson, Rich Hill, Over the Cap, and PFF). 

Value is heavily skewed toward just a few teams this year.

#nflverse https://t.co/mzCWFTyyKZ"
"Sat Mar 11 17:55:45 +0000 2023","753622698568261632","TheRogersUK","1634614097609146369","I built an interactive rookie contract tool which allows you to compare salary cap cost compared to current contracts for each position to look at the contractual values of players.

Let me know if you have any feedback. 

#nflverse #NFLDraft2023 

https://t.co/S6iA0C0f1i"
"Thu Mar 16 21:37:28 +0000 2023","753622698568261632","TheRogersUK","1636481835474599937","This article looks at how I would split Top 10 picks, 1st round, Day 2 and Day 3 picks with different strategies for each grouping focusing on Superstars before moving to Weak-Link system players. 

If you would like to read it, the link is: https://t.co/ze792ulH5R.

#nflverse"
"Fri Mar 17 19:23:59 +0000 2023","753622698568261632","TheRogersUK","1636810632019300352","Big Update today as I have released a Mock Drafts tab!

You can download a template and then upload it to compare multiple rookies to each other as well as current NFL players. ￼

#nflverse https://t.co/HIWsSemqHg"
"Thu Mar 09 17:08:08 +0000 2023","1275523324802666496","JBudDavis","1633877338864615454","📊Why the 2023 NFL Combine was the Fastest on Record

▫️W/ an avg time of 4.69 s, the 2023 #NFLCombine  was the fastest ever
▫️The 40 also saw it's lowest participation rate ever at only 65%
▫️Only the fast players are running = SELECTION BIAS

data: @nflfastR #nflverse
🧵1/4 https://t.co/XXR1kwnVpp"
"Thu Mar 09 17:08:08 +0000 2023","1275523324802666496","JBudDavis","1633877340848820225","📊Why the 2023 NFL Combine was the Fastest on Record

▫️In the past, players would skip 1 event that they might be very bad at
▫️In 2023 participants skipped as many events as they completed
▫️Players selectively choose events they are good at

data: @nflfastR #nflverse
🧵2/4 https://t.co/IcLVGrx1Ev"
"Thu Mar 09 17:08:09 +0000 2023","1275523324802666496","JBudDavis","1633877342870175763","📊Why the 2023 NFL Combine was the Fastest on Record

▫️Unsurprisingly, heavier players have preferentially chosen not to run the 40
▫️In 2023 participants who ran the 40 had the lowest avg weight recorded
▫️Lighter players = faster 40s

data: @nflfastR #nflverse
🧵3/4 https://t.co/S7wYAV2y9c"
"Fri Mar 10 11:51:59 +0000 2023","1621871082914615296","Ric_EARF","1634160167179759617","This should be a Lamar Jackson tweet.
QB efficiency chart in Empty/Pistol formation since 2019.

Lamar excelled in both formations with 7th most Empty dropbacks.

Greg Roman letted Lamar cook until Dolphins blitzed sh*t out of Roman’s oversimplified empty formation.#nflverse https://t.co/pR8YefmX2S"
"Fri Mar 10 13:24:42 +0000 2023","1621871082914615296","Ric_EARF","1634183498427928578","#nflverse https://t.co/9XM4Kn8dJ0"
"Wed Mar 15 01:48:01 +0000 2023","1621871082914615296","Ric_EARF","1635820110777843712","Analysis can confirm: AJ Brown is Asian #nflverse https://t.co/8YatoWuJus"
"Sat Mar 11 22:41:19 +0000 2023","3067061292","josephjefe","1634685965993394176","Wanted to present draft capital a bit differently. Here's each teams percentage of the total draft capital for 5 different draft value charts (Chase Stuart, Jimmy Johnson, Rich Hill, Over the Cap, and PFF). 

Value is heavily skewed toward just a few teams this year.

#nflverse https://t.co/mzCWFTyyKZ"
"Sat Mar 11 17:55:45 +0000 2023","753622698568261632","TheRogersUK","1634614097609146369","I built an interactive rookie contract tool which allows you to compare salary cap cost compared to current contracts for each position to look at the contractual values of players.

Let me know if you have any feedback. 

#nflverse #NFLDraft2023 

https://t.co/S6iA0C0f1i"
"Thu Mar 16 21:37:28 +0000 2023","753622698568261632","TheRogersUK","1636481835474599937","This article looks at how I would split Top 10 picks, 1st round, Day 2 and Day 3 picks with different strategies for each grouping focusing on Superstars before moving to Weak-Link system players. 

If you would like to read it, the link is: https://t.co/ze792ulH5R.

#nflverse"
"Fri Mar 17 19:23:59 +0000 2023","753622698568261632","TheRogersUK","1636810632019300352","Big Update today as I have released a Mock Drafts tab!

You can download a template and then upload it to compare multiple rookies to each other as well as current NFL players. ￼

#nflverse https://t.co/HIWsSemqHg"
